YearStart,YearEnd,LocationAbbr,LocationDesc,Topic,Question
2015,2015,WV,West Virginia,Alcohol,Alcohol use among youth
2019,2019,KS,Kansas,Alcohol,Alcohol use before pregnancy
2017,2017,FL,Florida,Alcohol,Alcohol use among youth
2011,2011,OK,Oklahoma,Alcohol,Chronic liver disease mortality
2020,2020,AK,Alaska,Alcohol,Chronic liver disease mortality
2019,2019,NM,New Mexico,Alcohol,Alcohol use before pregnancy
2019,2019,MS,Mississippi,Alcohol,Chronic liver disease mortality
2015,2015,NM,New Mexico,Alcohol,Alcohol use among youth
2010,2010,AZ,Arizona,Alcohol,Chronic liver disease mortality
2013,2013,IL,Illinois,Alcohol,Chronic liver disease mortality
2017,2017,NJ,New Jersey,Alcohol,Chronic liver disease mortality
2012,2012,NC,North Carolina,Alcohol,Chronic liver disease mortality
2018,2018,UT,Utah,Alcohol,Alcohol use before pregnancy
2017,2017,IN,Indiana,Alcohol,Chronic liver disease mortality
2011,2011,LA,Louisiana,Alcohol,Chronic liver disease mortality
2010,2010,NC,North Carolina,Alcohol,Chronic liver disease mortality
2012,2012,OR,Oregon,Alcohol,Chronic liver disease mortality
2018,2018,MS,Mississippi,Alcohol,Chronic liver disease mortality
2013,2013,CA,California,Alcohol,Chronic liver disease mortality
2016,2016,CT,Connecticut,Alcohol,Chronic liver disease mortality
2017,2017,OK,Oklahoma,Alcohol,Alcohol use before pregnancy
2014,2014,MO,Missouri,Alcohol,Chronic liver disease mortality
2017,2017,DE,Delaware,Alcohol,Binge drinking prevalence among youth
2013,2013,WA,Washington,Alcohol,Alcohol use before pregnancy
2016,2016,MT,Montana,Alcohol,Chronic liver disease mortality
2020,2020,KY,Kentucky,Alcohol,Chronic liver disease mortality
2013,2013,NJ,New Jersey,Alcohol,Chronic liver disease mortality
2015,2015,MA,Massachusetts,Alcohol,Alcohol use among youth
2018,2018,OH,Ohio,Alcohol,Chronic liver disease mortality
2017,2017,MS,Mississippi,Alcohol,Chronic liver disease mortality
2012,2012,ID,Idaho,Alcohol,Chronic liver disease mortality
2015,2015,MT,Montana,Alcohol,Chronic liver disease mortality
2010,2010,NH,New Hampshire,Alcohol,Chronic liver disease mortality
2010,2010,ND,North Dakota,Alcohol,Chronic liver disease mortality
2015,2015,OH,Ohio,Alcohol,Alcohol use among youth
2013,2013,OH,Ohio,Alcohol,Chronic liver disease mortality
2015,2015,AZ,Arizona,Alcohol,Chronic liver disease mortality
2014,2014,IA,Iowa,Alcohol,Chronic liver disease mortality
2018,2018,NY,New York,Alcohol,Alcohol use before pregnancy
2019,2019,WI,Wisconsin,Alcohol,Alcohol use before pregnancy
2013,2013,AL,Alabama,Alcohol,Chronic liver disease mortality
2018,2018,MA,Massachusetts,Alcohol,Chronic liver disease mortality
2012,2012,WY,Wyoming,Alcohol,Alcohol use before pregnancy
2010,2010,GA,Georgia,Alcohol,Chronic liver disease mortality
2020,2020,AK,Alaska,Alcohol,Chronic liver disease mortality
2014,2014,HI,Hawaii,Alcohol,Alcohol use before pregnancy
2017,2017,MO,Missouri,Alcohol,Binge drinking prevalence among youth
2016,2016,IL,Illinois,Alcohol,Alcohol use before pregnancy
2012,2012,NH,New Hampshire,Alcohol,Chronic liver disease mortality
2014,2014,CO,Colorado,Alcohol,Chronic liver disease mortality
2015,2015,CO,Colorado,Alcohol,Alcohol use before pregnancy
2016,2016,MD,Maryland,Alcohol,Chronic liver disease mortality
2013,2013,NV,Nevada,Alcohol,Alcohol use among youth
2017,2017,IN,Indiana,Alcohol,Alcohol use among youth
2018,2018,SD,South Dakota,Alcohol,Alcohol use before pregnancy
2010,2010,MA,Massachusetts,Alcohol,Chronic liver disease mortality
2013,2013,MS,Mississippi,Alcohol,Chronic liver disease mortality
2019,2019,WV,West Virginia,Alcohol,Binge drinking prevalence among youth
2019,2019,WY,Wyoming,Alcohol,Alcohol use among youth
2020,2020,NM,New Mexico,Alcohol,Chronic liver disease mortality
2012,2012,IA,Iowa,Alcohol,Chronic liver disease mortality
2017,2017,MT,Montana,Alcohol,Alcohol use before pregnancy
2020,2020,OH,Ohio,Alcohol,Chronic liver disease mortality
2018,2018,AK,Alaska,Alcohol,Alcohol use before pregnancy
2019,2019,MD,Maryland,Alcohol,Chronic liver disease mortality
2015,2015,OR,Oregon,Alcohol,Alcohol use before pregnancy
2018,2018,ID,Idaho,Alcohol,Chronic liver disease mortality
2014,2014,CT,Connecticut,Alcohol,Chronic liver disease mortality
2011,2011,HI,Hawaii,Alcohol,Alcohol use before pregnancy
2015,2015,NY,New York,Alcohol,Chronic liver disease mortality
2014,2014,FL,Florida,Alcohol,Chronic liver disease mortality
2020,2020,ND,North Dakota,Alcohol,Chronic liver disease mortality
2020,2020,MI,Michigan,Alcohol,Chronic liver disease mortality
2013,2013,MA,Massachusetts,Alcohol,Chronic liver disease mortality
2020,2020,AR,Arkansas,Alcohol,Chronic liver disease mortality
2020,2020,NH,New Hampshire,Alcohol,Alcohol use before pregnancy
2019,2019,OH,Ohio,Alcohol,Alcohol use among youth
2014,2014,MS,Mississippi,Alcohol,Chronic liver disease mortality
2018,2018,MN,Minnesota,Alcohol,Alcohol use before pregnancy
2016,2016,CO,Colorado,Alcohol,Chronic liver disease mortality
2012,2012,NJ,New Jersey,Alcohol,Chronic liver disease mortality
2017,2017,MO,Missouri,Alcohol,Binge drinking prevalence among youth
2014,2014,OK,Oklahoma,Alcohol,Chronic liver disease mortality
2020,2020,VA,Virginia,Alcohol,Alcohol use before pregnancy
2013,2013,KY,Kentucky,Alcohol,Alcohol use among youth
2015,2015,MI,Michigan,Alcohol,Alcohol use among youth
2011,2011,AZ,Arizona,Alcohol,Chronic liver disease mortality
2020,2020,NJ,New Jersey,Alcohol,Alcohol use before pregnancy
2020,2020,MA,Massachusetts,Alcohol,Chronic liver disease mortality
2010,2010,OH,Ohio,Alcohol,Chronic liver disease mortality
2016,2016,AZ,Arizona,Alcohol,Chronic liver disease mortality
2010,2010,GA,Georgia,Alcohol,Chronic liver disease mortality
2014,2014,UT,Utah,Alcohol,Alcohol use before pregnancy
2017,2017,IN,Indiana,Alcohol,Binge drinking prevalence among youth
2011,2011,NV,Nevada,Alcohol,Chronic liver disease mortality
2012,2012,NM,New Mexico,Alcohol,Alcohol use before pregnancy
2013,2013,IL,Illinois,Alcohol,Chronic liver disease mortality
2019,2019,CA,California,Alcohol,Chronic liver disease mortality
2013,2013,US,United States,Alcohol,Alcohol use among youth
2014,2014,ID,Idaho,Alcohol,Alcohol use before pregnancy
2020,2020,CA,California,Alcohol,Chronic liver disease mortality
2011,2011,CO,Colorado,Alcohol,Chronic liver disease mortality
2015,2015,LA,Louisiana,Alcohol,Chronic liver disease mortality
2013,2013,OH,Ohio,Alcohol,Chronic liver disease mortality
2012,2012,ME,Maine,Alcohol,Chronic liver disease mortality
2019,2019,KS,Kansas,Alcohol,Chronic liver disease mortality
2017,2017,ND,North Dakota,Alcohol,Chronic liver disease mortality
2018,2018,MN,Minnesota,Alcohol,Chronic liver disease mortality
2013,2013,MD,Maryland,Alcohol,Alcohol use before pregnancy
2011,2011,DE,Delaware,Alcohol,Chronic liver disease mortality
2015,2015,MN,Minnesota,Alcohol,Alcohol use among youth
2020,2020,NH,New Hampshire,Alcohol,Chronic liver disease mortality
2016,2016,CT,Connecticut,Alcohol,Chronic liver disease mortality
2020,2020,ND,North Dakota,Alcohol,Alcohol use before pregnancy
2014,2014,IN,Indiana,Alcohol,Chronic liver disease mortality
2018,2018,HI,Hawaii,Alcohol,Chronic liver disease mortality
2017,2017,MS,Mississippi,Alcohol,Chronic liver disease mortality
2012,2012,AK,Alaska,Alcohol,Chronic liver disease mortality
2013,2013,AR,Arkansas,Alcohol,Chronic liver disease mortality
2010,2010,KS,Kansas,Alcohol,Chronic liver disease mortality
2014,2014,MO,Missouri,Alcohol,Chronic liver disease mortality
2017,2017,MS,Mississippi,Alcohol,Binge drinking prevalence among youth
2015,2015,AL,Alabama,Alcohol,Chronic liver disease mortality
2013,2013,NC,North Carolina,Alcohol,Alcohol use among youth
2020,2020,AK,Alaska,Alcohol,Chronic liver disease mortality
2015,2015,OR,Oregon,Alcohol,Chronic liver disease mortality
2015,2015,AR,Arkansas,Alcohol,Chronic liver disease mortality
2017,2017,NE,Nebraska,Alcohol,Chronic liver disease mortality
2011,2011,HI,Hawaii,Alcohol,Chronic liver disease mortality
2014,2014,AK,Alaska,Alcohol,Alcohol use before pregnancy
2016,2016,DC,District of Columbia,Alcohol,Chronic liver disease mortality
2019,2019,WA,Washington,Alcohol,Binge drinking prevalence among youth
2020,2020,MT,Montana,Alcohol,Chronic liver disease mortality
2015,2015,MA,Massachusetts,Alcohol,Alcohol use before pregnancy
2015,2015,CO,Colorado,Alcohol,Alcohol use among youth
2020,2020,IA,Iowa,Alcohol,Chronic liver disease mortality
2012,2012,MD,Maryland,Alcohol,Chronic liver disease mortality
2011,2011,CA,California,Alcohol,Chronic liver disease mortality
2020,2020,NY,New York,Alcohol,Chronic liver disease mortality
2016,2016,OK,Oklahoma,Alcohol,Chronic liver disease mortality
2017,2017,DE,Delaware,Alcohol,Chronic liver disease mortality
2010,2010,MO,Missouri,Alcohol,Chronic liver disease mortality
2012,2012,WA,Washington,Alcohol,Alcohol use before pregnancy
2014,2014,NJ,New Jersey,Alcohol,Chronic liver disease mortality
2014,2014,NM,New Mexico,Alcohol,Alcohol use before pregnancy
2014,2014,CA,California,Alcohol,Chronic liver disease mortality
2018,2018,AL,Alabama,Alcohol,Alcohol use before pregnancy
2014,2014,FL,Florida,Alcohol,Chronic liver disease mortality
2018,2018,KY,Kentucky,Alcohol,Chronic liver disease mortality
2015,2015,ID,Idaho,Alcohol,Chronic liver disease mortality
2010,2010,IL,Illinois,Alcohol,Chronic liver disease mortality
2017,2017,GU,Guam,Alcohol,Alcohol use among youth
2015,2015,NM,New Mexico,Alcohol,Chronic liver disease mortality
2012,2012,ND,North Dakota,Alcohol,Chronic liver disease mortality
2011,2011,ND,North Dakota,Alcohol,Chronic liver disease mortality
2020,2020,NJ,New Jersey,Alcohol,Chronic liver disease mortality
2013,2013,OK,Oklahoma,Alcohol,Alcohol use among youth
2012,2012,WA,Washington,Alcohol,Local authority to regulate alcohol outlet density
2013,2013,ID,Idaho,Alcohol,Chronic liver disease mortality
2016,2016,DE,Delaware,Alcohol,Chronic liver disease mortality
2020,2020,MD,Maryland,Alcohol,Chronic liver disease mortality
2020,2020,OK,Oklahoma,Alcohol,Chronic liver disease mortality
2015,2015,NH,New Hampshire,Alcohol,Chronic liver disease mortality
2012,2012,CO,Colorado,Alcohol,Alcohol use before pregnancy
2020,2020,MA,Massachusetts,Alcohol,Chronic liver disease mortality
2010,2010,MI,Michigan,Alcohol,Chronic liver disease mortality
2011,2011,ND,North Dakota,Alcohol,Chronic liver disease mortality
2019,2019,MI,Michigan,Alcohol,Chronic liver disease mortality
2017,2017,IL,Illinois,Alcohol,Binge drinking prevalence among youth
2014,2014,CA,California,Alcohol,Chronic liver disease mortality
2016,2016,NV,Nevada,Alcohol,Chronic liver disease mortality
2017,2017,DC,District of Columbia,Alcohol,Chronic liver disease mortality
2019,2019,RI,Rhode Island,Alcohol,Alcohol use among youth
2020,2020,MN,Minnesota,Alcohol,Chronic liver disease mortality
2013,2013,NM,New Mexico,Alcohol,Alcohol use among youth
2019,2019,MI,Michigan,Alcohol,Alcohol use among youth
2010,2010,MN,Minnesota,Alcohol,Chronic liver disease mortality
2016,2016,PA,Pennsylvania,Alcohol,Alcohol use before pregnancy
2014,2014,OH,Ohio,Alcohol,Alcohol use before pregnancy
2018,2018,NC,North Carolina,Alcohol,Chronic liver disease mortality
2019,2019,MS,Mississippi,Alcohol,Binge drinking prevalence among youth
2019,2019,DE,Delaware,Alcohol,Alcohol use before pregnancy
2015,2015,AZ,Arizona,Alcohol,Chronic liver disease mortality
2019,2019,NY,New York,Alcohol,Chronic liver disease mortality
2013,2013,AZ,Arizona,Alcohol,Binge drinking prevalence among youth
2015,2015,PR,Puerto Rico,Alcohol,Alcohol use among youth
2011,2011,OR,Oregon,Alcohol,Chronic liver disease mortality
2015,2015,KY,Kentucky,Alcohol,Chronic liver disease mortality
2017,2017,NM,New Mexico,Alcohol,Chronic liver disease mortality
2015,2015,HI,Hawaii,Alcohol,Chronic liver disease mortality
2019,2019,MT,Montana,Alcohol,Chronic liver disease mortality
2015,2015,IL,Illinois,Alcohol,Chronic liver disease mortality
2014,2014,NE,Nebraska,Alcohol,Chronic liver disease mortality
2017,2017,CO,Colorado,Alcohol,Chronic liver disease mortality
2012,2012,IL,Illinois,Alcohol,Chronic liver disease mortality
2017,2017,PA,Pennsylvania,Alcohol,Binge drinking prevalence among youth
2013,2013,IN,Indiana,Alcohol,Chronic liver disease mortality
2019,2019,IL,Illinois,Alcohol,Alcohol use among youth
2012,2012,AL,Alabama,Alcohol,Chronic liver disease mortality
2017,2017,NC,North Carolina,Alcohol,Chronic liver disease mortality
2020,2020,PA,Pennsylvania,Alcohol,Chronic liver disease mortality
2020,2020,NC,North Carolina,Alcohol,Alcohol use before pregnancy
2020,2020,IN,Indiana,Alcohol,Chronic liver disease mortality
2019,2019,IA,Iowa,Alcohol,Alcohol use before pregnancy
2015,2015,MA,Massachusetts,Alcohol,Chronic liver disease mortality
2018,2018,FL,Florida,Alcohol,Chronic liver disease mortality
2013,2013,CT,Connecticut,Alcohol,Chronic liver disease mortality
2019,2019,HI,Hawaii,Alcohol,Binge drinking prevalence among youth
2019,2019,MA,Massachusetts,Alcohol,Alcohol use among youth
2011,2011,MT,Montana,Alcohol,Chronic liver disease mortality
2011,2011,DC,District of Columbia,Alcohol,Chronic liver disease mortality
2020,2020,OH,Ohio,Alcohol,Chronic liver disease mortality
2015,2015,KY,Kentucky,Alcohol,Chronic liver disease mortality
2013,2013,OK,Oklahoma,Alcohol,Chronic liver disease mortality
2014,2014,NE,Nebraska,Alcohol,Alcohol use before pregnancy
2018,2018,IL,Illinois,Alcohol,Chronic liver disease mortality
2015,2015,NM,New Mexico,Alcohol,Chronic liver disease mortality
2016,2016,MI,Michigan,Alcohol,Chronic liver disease mortality
2011,2011,DE,Delaware,Alcohol,Chronic liver disease mortality
2011,2011,IL,Illinois,Alcohol,Chronic liver disease mortality
2019,2019,MN,Minnesota,Alcohol,Chronic liver disease mortality
2015,2015,AK,Alaska,Alcohol,Alcohol use among youth
2013,2013,ND,North Dakota,Alcohol,Alcohol use among youth
2015,2015,DC,District of Columbia,Alcohol,Alcohol use among youth
2019,2019,MD,Maryland,Alcohol,Chronic liver disease mortality
2020,2020,CO,Colorado,Alcohol,Chronic liver disease mortality
2018,2018,ND,North Dakota,Alcohol,Alcohol use before pregnancy
2018,2018,OR,Oregon,Alcohol,Chronic liver disease mortality
2010,2010,IA,Iowa,Alcohol,Chronic liver disease mortality
2010,2010,IL,Illinois,Alcohol,Chronic liver disease mortality
2013,2013,NJ,New Jersey,Alcohol,Alcohol use among youth
2017,2017,MD,Maryland,Alcohol,Chronic liver disease mortality
2014,2014,OH,Ohio,Alcohol,Chronic liver disease mortality
2010,2010,DE,Delaware,Alcohol,Chronic liver disease mortality
2016,2016,AL,Alabama,Alcohol,Chronic liver disease mortality
2017,2017,SD,South Dakota,Alcohol,Alcohol use before pregnancy
2017,2017,ME,Maine,Alcohol,Chronic liver disease mortality
2017,2017,LA,Louisiana,Alcohol,Chronic liver disease mortality
2015,2015,MS,Mississippi,Alcohol,Chronic liver disease mortality
2015,2015,CO,Colorado,Alcohol,Chronic liver disease mortality
2015,2015,VI,Virgin Islands,Alcohol,Alcohol use among youth
2012,2012,MN,Minnesota,Alcohol,Alcohol use before pregnancy
2012,2012,NH,New Hampshire,Alcohol,Chronic liver disease mortality
2019,2019,ME,Maine,Alcohol,Alcohol use among youth
2017,2017,AK,Alaska,Alcohol,Alcohol use among youth
2019,2019,HI,Hawaii,Alcohol,Chronic liver disease mortality
2020,2020,AR,Arkansas,Alcohol,Chronic liver disease mortality
2012,2012,NJ,New Jersey,Alcohol,Chronic liver disease mortality
2016,2016,KY,Kentucky,Alcohol,Chronic liver disease mortality
2019,2019,CA,California,Alcohol,Binge drinking prevalence among youth
2013,2013,NE,Nebraska,Alcohol,Chronic liver disease mortality
2013,2013,WI,Wisconsin,Alcohol,Alcohol use among youth
2018,2018,OR,Oregon,Alcohol,Alcohol use before pregnancy
2015,2015,ND,North Dakota,Alcohol,Chronic liver disease mortality
2014,2014,CT,Connecticut,Alcohol,Alcohol use before pregnancy
2015,2015,KY,Kentucky,Alcohol,Chronic liver disease mortality
2011,2011,NM,New Mexico,Alcohol,Chronic liver disease mortality
2020,2020,CO,Colorado,Alcohol,Chronic liver disease mortality
2010,2010,KY,Kentucky,Alcohol,Chronic liver disease mortality
2014,2014,MI,Michigan,Alcohol,Chronic liver disease mortality
2013,2013,NE,Nebraska,Alcohol,Chronic liver disease mortality
2019,2019,KY,Kentucky,Alcohol,Chronic liver disease mortality
2016,2016,NM,New Mexico,Alcohol,Chronic liver disease mortality
2012,2012,AZ,Arizona,Alcohol,Chronic liver disease mortality
2013,2013,VI,Virgin Islands,Alcohol,Alcohol use before pregnancy
2013,2013,NV,Nevada,Alcohol,Chronic liver disease mortality
2019,2019,MS,Mississippi,Alcohol,Alcohol use before pregnancy
2012,2012,IL,Illinois,Alcohol,Chronic liver disease mortality
2016,2016,NV,Nevada,Alcohol,Alcohol use before pregnancy
2017,2017,DE,Delaware,Alcohol,Alcohol use before pregnancy
2019,2019,HI,Hawaii,Alcohol,Chronic liver disease mortality
2020,2020,NE,Nebraska,Alcohol,Alcohol use before pregnancy
2019,2019,NC,North Carolina,Alcohol,Binge drinking prevalence among youth
2017,2017,NJ,New Jersey,Alcohol,Chronic liver disease mortality
2020,2020,NM,New Mexico,Alcohol,Chronic liver disease mortality
2019,2019,AR,Arkansas,Alcohol,Chronic liver disease mortality
2013,2013,MS,Mississippi,Alcohol,Alcohol use among youth
2020,2020,NH,New Hampshire,Alcohol,Chronic liver disease mortality
2010,2010,AK,Alaska,Alcohol,Chronic liver disease mortality
2020,2020,OR,Oregon,Alcohol,Chronic liver disease mortality
2015,2015,CA,California,Alcohol,Chronic liver disease mortality
2019,2019,NJ,New Jersey,Alcohol,Alcohol use before pregnancy
2012,2012,KY,Kentucky,Alcohol,Alcohol use before pregnancy
2020,2020,NH,New Hampshire,Alcohol,Chronic liver disease mortality
2014,2014,DE,Delaware,Alcohol,Chronic liver disease mortality
2012,2012,ME,Maine,Alcohol,Chronic liver disease mortality
2017,2017,ME,Maine,Alcohol,Chronic liver disease mortality
2013,2013,ME,Maine,Alcohol,Alcohol use before pregnancy
2020,2020,NY,New York,Alcohol,Alcohol use before pregnancy
2018,2018,NJ,New Jersey,Alcohol,Chronic liver disease mortality
2017,2017,IA,Iowa,Alcohol,Chronic liver disease mortality
2020,2020,US,United States,Alcohol,Alcohol use before pregnancy
2013,2013,NC,North Carolina,Alcohol,Chronic liver disease mortality
2019,2019,AL,Alabama,Alcohol,Alcohol use before pregnancy
2017,2017,NE,Nebraska,Alcohol,Binge drinking prevalence among youth
2020,2020,AL,Alabama,Alcohol,Chronic liver disease mortality
2010,2010,AR,Arkansas,Alcohol,Chronic liver disease mortality
2010,2010,CO,Colorado,Alcohol,Chronic liver disease mortality
2017,2017,MA,Massachusetts,Alcohol,Chronic liver disease mortality
2015,2015,CA,California,Alcohol,Chronic liver disease mortality
2016,2016,OR,Oregon,Alcohol,Chronic liver disease mortality
2014,2014,MT,Montana,Alcohol,Chronic liver disease mortality
